"Sujeto Obligado",Ejercicio,"Fecha de Inicio Del periodo Que Se Informa","Fecha de Término Del periodo Que Se Informa","Funcion Del Sujeto Obligado (catálogo)","Área Administrativa Encargada de Solicitar El Servicio o Producto, en su caso","Clasificación Del(los) Servicios (catálogos)","Tipo de Servicio","Tipo de Medio (catálogo)","Descripción de Unidad","Tipo (catálogo)","Nombre de La Campaña O Aviso Institucional, en su Caso","Año de La Campaña","Tema de La Campaña O Aviso Institucional","Objetivo Institucional","Objetivo de Comunicación","Costo por unidad","Clave Única de Identificación de Campaña","Autoridad Que Proporcionó La Clave","Cobertura (catálogo)","Ámbito Geográfico de Cobertura","Fecha de Inicio de La Campaña O Aviso Institucional","Fecha de término de La Campaña O Aviso Institucional","Sexo (catálogo)","Lugar de Residencia","Nivel Educativo","Grupo de Edad","Nivel Socioeconómico","Respecto a Los Proveedores y su Contratación","Respecto a Los Recursos y El Presupuesto","Respecto Al Contrato y Los Montos","Área(s) Responsable(s) Que Genera(n), Posee(n), Publica(n) Y Actualizan La Información","Fecha de validación","Fecha de actualización",Nota
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,"Avisos Institucionales","logros  condonación de recargos predial",,"Finanzas públicas","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","


Mostrar los principales logros que ha logrado la presente administración municipal, del 2018 a la fecha



 ",335704.00,CCS/NLC/01/2019/DA-2,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-07-07,2019-12-31,,,,,,0-153-1-31-29,0-153-1-31-29,0-153-1-31-29,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas,"Trabajando cumplimos . Servicios alas colonias	",,"Informes de gobierno","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Mostrar los principales logros que ha logrado la presente administración municipal, del 2018 a la fecha
 ",103998.40,CCS/05/PDD/2019/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-07-09,2019-07-09,,,,,,0-154-1-204-56,0-154-1-204-56,0-154-1-204-56,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,"Avisos Institucionales","ficus condonación de recargos predial",,"Informes de gobierno","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","


Dar conocer los principales logros de Gobierno durante el primer año de actividades del Gobierno Municipal, en el marco del primer informe



 ",47423.99,CCS/NLC/01/2019/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-07-06,2019-12-31,,,,,,0-155-1-204-56,0-155-1-204-56,0-155-1-204-56,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,"Avisos Institucionales","obras , trabajamos cumplimos , seguridad . Tarjeta  de la mujer  prenvencion de lluvias	",,"Informes de gobierno","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Dar a concer las obras realizadas en el municipio de chihuahua durante el periodo 2018
 ",60239.30,CCS/01/PDD/2019/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",0000-00-00,0000-00-00,,,,,,0-156-1-206-75,0-156-1-206-75,0-156-1-206-75,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,"Avisos Institucionales","FICUU. CONDONACIÓN DEL LOS RECARGOS DEL PREDIAL",,Otro,"Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Dar conocer los principales logros de Gobierno durante el primer año de actividades del Gobierno Municipal, en el marco del primer informe.",29521.40,CCS/PL/01/2019/DA,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-11-01,2019-12-31,,,,,,0-157-1-206-75,0-157-1-206-75,0-157-1-206-75,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,"Avisos Institucionales","obras , trabajamos cumplimos , seguridad . Tarjeta  de la mujer  prenvencion de lluvias	",,"Informes de gobierno","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Dar a concer las obras realizadas en el municipio de chihuahua durante el periodo 2018
 ",438480.00,CCS/01/PDD/2019/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",0000-00-00,0000-00-00,,,,,,0-158-1-211-72,0-158-1-211-72,0-158-1-211-72,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,"Avisos Institucionales","FICUU condonación de recargos predial",,"Finanzas públicas","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","


Promoción de los eventos a presentarse en FICUU 2019



 ",207912.00,CCS/NLC/01/2019/DA-2p,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-07-08,2019-12-31,,,,,,0-159-1-211-72,0-159-1-211-72,0-159-1-211-72,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,"Avisos Institucionales","obras , trabajamos cumplimos , seguridad . Tarjeta  de la mujer  prenvencion de lluvias	",,"Informes de gobierno","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Dar a concer las obras realizadas en el municipio de chihuahua durante el periodo 2018
 ",293315.28,CCS/01/PDD/2019/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",0000-00-00,0000-00-00,,,,,,0-160-1-212-15,0-160-1-212-15,0-160-1-212-15,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,"Avisos Institucionales","obras , trabajamos cumplimos , seguridad . Tarjeta  de la mujer  prenvencion de lluvias	",,"Informes de gobierno","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Dar a concer las obras realizadas en el municipio de chihuahua durante el periodo 2018
 ",171518.08,CCS/01/PDD/2019/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",0000-00-00,0000-00-00,,,,,,0-161-1-213-55,0-161-1-213-55,0-161-1-213-55,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,"Avisos Institucionales","FICUU condonación del los recargos del predial",,"Cultura y artes","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","


Promoción de los eventos a presentarse en FICUU 2019



 ",499568.96,CCS/PRC/04/2019/DA-2,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-11-01,2019-12-31,,,,,,0-162-1-213-55,0-162-1-213-55,0-162-1-213-55,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos",Revistas,,Campañas,"Tarjeta  de la mujer   conmeracion a la mujer	",,"Equidad de género","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua
 ",174000.00,CCS/01/MERB/2019/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-07-01,2019-07-31,,,,,,0-163-1-214-51,0-163-1-214-51,0-163-1-214-51,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos",Revistas,,Campañas,"Tarjeta  de la mujer   conmeracion a la mujer	",,"Equidad de género","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua
 ",58000.00,CCS/01/MERB/2019/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-07-01,2019-07-31,,,,,,0-164-1-214-51,0-164-1-214-51,0-164-1-214-51,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos",Revistas,,Campañas,"Tarjeta  de la mujer	",,"Equidad de género","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Dar a conocer los beneficios y descuento que se obtiene con la tarjeta de la mujer
 ",51300.00,CCS/01/RJUA/2019/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-08-01,2019-08-30,,,,,,0-165-1-215-53,0-165-1-215-53,0-165-1-215-53,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos",Revistas,,"Avisos Institucionales","abre tu empresa	",,Otro,"Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Requisito  para dar de alta una  empresa en  el sae
 ",51300.00,CCS/01/RJUA/2019/DA-2,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-09-01,2019-09-30,,,,,,0-165-1-215-53,0-165-1-215-53,0-165-1-215-53,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios complementarios",Espectaculares,,"Avisos Institucionales","tarjeta de mi apoyo y mi bienestar condonacion de los recargos del predial",,"Finanzas públicas","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","


invitacion para utilizar la terjeta de mi apoyo mi bienestar



 ",80000.00,CCS/01/EPF/DA-22,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-08-07,2019-12-31,,,,,,0-166-1-218-13,0-166-1-218-13,0-166-1-218-13,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos",Revistas,,"Avisos Institucionales","abre tu empresa condonación del los recargos del predial",,"Economía y negocios","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","


invitacion a todos a seminario para tener los conocimiento y tip s para abrir un negocio



 ",163820.00,CCS/03/2019/DA-2,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-10-01,2019-12-31,,,,,,0-167-1-222-47,0-167-1-222-47,0-167-1-222-47,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",120000.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,0-170-1-46-49,0-170-1-46-49,0-170-1-46-49,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",110000.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,0-172-1-51-27,0-172-1-51-27,0-172-1-51-27,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",28000.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,0-173-1-53-46,0-173-1-53-46,0-173-1-53-46,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",160000.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,0-174-1-54-22,0-174-1-54-22,0-174-1-54-22,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos",Revistas,,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",24360.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,0-183-1-216-48,0-183-1-216-48,0-183-1-216-48,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",75000.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,0-175-1-56-61,0-175-1-56-61,0-175-1-56-61,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos",Revistas,,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",26100.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,0-183-1-216-48,0-183-1-216-48,0-183-1-216-48,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos",Revistas,,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",27840.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,0-183-1-216-48,0-183-1-216-48,0-183-1-216-48,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",28500.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,0-176-1-57-65,0-176-1-57-65,0-176-1-57-65,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",117997.64,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,0-179-1-66-28,0-179-1-66-28,0-179-1-66-28,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",67200.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,0-180-1-44-19,0-180-1-44-19,0-180-1-44-19,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",109526.01,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,0-181-1-62-25,0-181-1-62-25,0-181-1-62-25,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",61199.10,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,0-182-1-64-16,0-182-1-64-16,0-182-1-64-16,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios complementarios","Otros medios complementarios",,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",144000.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,0-184-1-235-36,0-184-1-235-36,0-184-1-235-36,,,,
