#,"Número de contrato",Procedimiento,Proveedor,Ejercicio,Trimestre,Contratante,Solicitante,"Objeto del contrato",Descripción,"Fundamento jurídico","Fecha celebración","Fecha inicio","Fecha fin","Monto original del contrato","Monto modificado","Monto total","Monto pagado a la fecha","Archivo contrato en PDF (Vinculo al archivo)",Estatus
244,"AD342/18 ","Adjudicación directa","Radio Juarense, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad impresa","Servicio de publicidad impresa, por medio de publicaciones vía inserciones, de campañas promoción, publicaciones oficiales especificamente en las revista ""radio net juarense"", para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,104399.00,0.00,104399.00,104399.00,AD342-18.PDF,Activo
245,"AD343/2018 ","Adjudicación directa","Expreseditores, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad impresa","Servicio de publicidad impresa, por medio de publicaciones vía inserciones, de campañas promoción, publicaciones oficiales especificamente en las revista ""express editores"", para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,104500.00,0.00,104500.00,104000.00,AD343-18.PDF,Activo
246,AD347/18,"Adjudicación directa","Televisora de Occidente, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad televisión ","Servicio de publicidad en televisión a través de la programación de televisa, vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo, para la correcta comunicación social del gobierno municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,2319420.00,0.00,2319420.00,2319420.00,AD347-18.PDF,Activo
247,AD351-2018,"Adjudicación directa","Sistema Regional de Televisión, A.C.",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad televisión ","Servicio de generación de diversos contenidos programaticos para televisión, incluyendo la difusión de eventos en vivo en el canal 28.1 de televisi´pn abierta, solicitado por la coordinación de comunicación social. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,1160000.00,0.00,1160000.00,1113600.00,AD351-18.PDF,Activo
248,AD352/18,"Adjudicación directa","El Pueblo Familiar, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad medios digitales","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.elpueblo.com y tiempo que le sea solicitado la coordinación de comunicación social.","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,450000.00,0.00,450000.00,449999.73,AD352-18.PDF,Activo
249,AD353/18,"Adjudicación directa","Unidad Corporativa de Televisión, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad televisión ","Servicio de publicidad en televisión  vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo dentro del canal 25.3 de televisión abierta, solicitado por la coordinación de comunicación social. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,1840000.00,0.00,1840000.00,1838600.00,AD353-18.PDF,Activo
250,AD354/18,"Adjudicación directa","Tv Azteca, S.A.B. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad televisión ","Servicio de publicidad en televisión a través de la programación de tv azteca, vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo.","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,998500.00,0.00,998500.00,998500.00,AD354-18.PDF,Activo
251,AD355/18,"Adjudicación directa","Comercializadora Tosgon, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad radiofonica","Servicio de publicidad en radio a través de las programacion de las estaciones ""XHUA love 90.1 F.M. y Bestia Grupera 93.3"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,450000.00,0.00,450000.00,449999.99,AD355-18.PDF,Activo
252,AD357/18,"Adjudicación directa","Publicaciones del Chuviscar, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad impresa","Servicio de publicidad impresa, por medio de publicaciones vía inserciones, de campañas promoción, publicaciones oficiales a través del periodico el diario de chihuahua, para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,870000.00,0.00,870000.00,870000.00,AD357-18.PDF,Activo
253,AD358/18,"Adjudicación directa","Enconcreto, CIDECH, y FINGUACH",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad impresa","Servicio de publicidad en materia comercial, via inserciones en diversos periodicos y publicaciones impresas de mayor circulación local, especificamente en las revistas ""Enconcreto"", ""CIDECH"", y ""FINGUACH"" , para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,100000.00,0.00,100000.00,100000.00,AD358-18.PDF,Activo
254,AD376/18,"Adjudicación directa","Rosa Isela Estrella Gallardo",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad medios digitales","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.eldigital.com.mx, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,75000.00,0.00,75000.00,75000.00,AD376-18.PDF,Activo
255,AD052/2020,"Adjudicación directa","Multimedios, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,"SERVICIO DE PUBLICIDAD EN RADIO A TRAVÉS DE LA PROGRAMACIÓN DE MULTIMEDIOS, VÍA SPOTS DE AVISOS  Y ANUNCIOS OFICIALES, TRANSMISIONES EN PROGRAMAS Y TRANSMISIONES EN VIVO PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL
 ","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL
 ","


Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;


",2020-04-17,2020-04-02,2020-06-30,1600800.00,0.00,1600800.00,1600478.01,AD052-2020_MULTIMEDIOS_RADIO_SA_DE_CV.PDF,Activo
256,AD053/2020,"Adjudicación directa","Radio Impulsora X.E.E., S.A",2020,abril-junio,Chihuahua,Chihuahua,"SERVICIO DE PUBLICIDAD EN RADIO A TRAVÉS DE LA PROGRAMACIÓN DE XHES 102.5 FM, VÍA SPOTS DE AVISOS  Y ANUNCIOS OFICIALES, TRANSMISIONES EN PROGRAMAS Y TRANSMISIONES EN VIVO PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL
 ","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL
 ","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de
Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y
establecer los sistemas de comunicación y difusión de las actividades del
Ayuntamiento y de todas las áreas de la administración municipal; fomentar y
coordinar la participación de los servidores públicos municipales en espacios de radio,
televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y
presentaciones ante los medios de comunicación y grupos intermedios;
 ",2020-04-17,2020-04-02,2020-06-30,635866.49,0.00,635866.49,635829.65,AD053-2020_RADIO_IMPULSORA_.PDF,Activo
257,AD055/2020,"Adjudicación directa","Radio Lobo, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,"SERVICIO DE PUBLICIDAD EN RADIO A TRAVÉS DE LA PROGRAMACIÓN DE RADIO LOBO XHSU 106.1 FM, VÍA SPOTS DE AVISOS  Y ANUNCIOS OFICIALES, TRANSMISIONES EN PROGRAMAS Y TRANSMISIONES EN VIVO PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL
 ","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL
 ","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de
Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y
establecer los sistemas de comunicación y difusión de las actividades del
Ayuntamiento y de todas las áreas de la administración municipal; fomentar y
coordinar la participación de los servidores públicos municipales en espacios de radio,
televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y
presentaciones ante los medios de comunicación y grupos intermedios;",2020-04-17,2020-04-02,2020-06-30,821375.93,0.00,821375.93,821375.92,AD055-2020_RADIO_LOBO_SA_DE_CV_.PDF,Activo
258,AD056/2020,"Adjudicación directa","Radioflash del Norte, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,"SERVICIO DE PUBLICIDAD EN RADIO A TRAVÉS DE LA PROGRAMACIÓN DE ?XHBW MAGIA DIGITAL 93.3 FM, XHBU LA NORTEÑITA 91.7 FM Y XHQD SWITCH 95.7 FM?, VÍA SPOTS DE AVISOS Y ANUNCIOS OFICIALES, TRANSMISIONES EN PROGRAMAS Y TRANSMISIONES EN VIVO PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL
 ","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL
 ","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de
Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y
establecer los sistemas de comunicación y difusión de las actividades del
Ayuntamiento y de todas las áreas de la administración municipal; fomentar y
coordinar la participación de los servidores públicos municipales en espacios de radio,
televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y
presentaciones ante los medios de comunicación y grupos intermedios;",2020-04-17,2020-04-02,2020-06-30,1044000.00,0.00,1044000.00,413144.00,AD056-2020_RADIO_FLASH_DEL_NORTE_SA_DE_CV.PDF,Activo
259,AD057/2020,"Adjudicación directa","Promotora de Radio de Chihuahua, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,"SERVICIO DE PUBLICIDAD EN RADIO A TRAVÉS DE LA PROGRAMACIÓN DE ?ESTEREO VIDA XHHES 94.1 FM, ARROBA XHDI 88.5 FM, LA PODEROSA XHFA 89.3 FM Y ESTEREO MEXICANA XHFI 96.5 FM?, VÍA SPOTS DE AVISOS Y ANUNCIOS OFICIALES, TRANSMISIONES EN PROGRAMAS Y TRANSMISIONES EN VIVO PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL
 ","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL
 ","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de
Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y
establecer los sistemas de comunicación y difusión de las actividades del
Ayuntamiento y de todas las áreas de la administración municipal; fomentar y
coordinar la participación de los servidores públicos municipales en espacios de radio,
televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y
presentaciones ante los medios de comunicación y grupos intermedios;",2020-04-17,2020-04-02,2020-06-30,960000.00,0.00,960000.00,959665.68,AD057-2020_PROMOTORA_DE_RADIO_DE_CHIHUAHUA_SA_DE_CV_.PDF,Activo
