#,Procedimiento,"Nombre o razón social del proveedor",Ejercicio,Trimestre,"Sujeto obligado contratante","Sujeto obligado solicitante","Número de contrato","Objeto del contrato",Descripción,"Fundamento jurídico","Fecha de celebración","Fecha de inicio","Fecha de término","Monto original de contrato","Monto modificado","Monto total","Monto pagado a la fecha","Archivo del contrato en PDF","Área responsable de la información","Fecha de validación",Año,"Fecha de actualización",Nota,Estatus
235,"Adjudicación directa","Imagen Radio Comercial, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,AD333/18,"Publicidad radiofonica","Servicio de publicidad en radio via spots de avisos, anuncios oficiales, entrevistas, transmisiones oficiales, transmisiones en vivo y menciones dentro del programa  ""Imagen radio comercial XHCHI 97.3 F.M."", para la correcta comunicación social del gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 750,075.00",$0.00,"$ 750,075.00","$ 749,940.00",AD333-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
236,"Adjudicación directa","Comunicaciones Chihua, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,AD334/18,"Publicidad radiofonica","Servicio de publicidad en radio via spots de avisos, anuncios oficiales, entrevistas, transmisiones oficiales, transmisiones en vivo y menciones dentro del programa  ""EXA  100.9 F.M."", para la correcta comunicación social del gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 664,892.62",$0.00,"$ 664,892.62","$ 664,650.42",AD334-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
237,"Adjudicación directa","Programa CONTRASTE",2018,octubre-diciembre,Chihuahua,Chihuahua,AD335/18,"Publicidad radiofonica","Servicio de publicidad en radio a través del Programa ""contraste"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo según sea solicitado por la coordinación de comunicación social. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 139,200.00",$0.00,"$ 139,200.00","$ 136,998.76",AD335-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
238,"Adjudicación directa","""Expectativa Noticias""",2018,octubre-diciembre,Chihuahua,Chihuahua,AD336/18,"Publicidad televisión ","Servicio en televisión dentro de la programación de ""Expectativa noticia"", vía spot, anuncios oficiales, apariciones en programas, entrevistas y transmisiones, en vivo para la correcta comunicación social del gobierno municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 199,449.99",$0.00,"$ 199,449.99","$ 198,650.00",AD336-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
239,"Adjudicación directa","Comunicación Futura, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,AD337/18,"Publicidad televisión","Servicio en televisión a través de la programación de Lobo Tv, cosmocable, y canal 71, de la programación IZZZI,, vía spot, anuncios oficiales, apariciones en programas, entrevistas y transmisiones en vivo, para la correcta comunicación social del gobierno municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 199,200.00",$0.00,"$ 199,200.00","$ 199,200.00",AD337-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
240,"Adjudicación directa","NOTICIERO CHIHUAHUA DIGITAL",2018,octubre-diciembre,Chihuahua,Chihuahua,AD338/18,"Publicidad televisión ","Servicio en televisión, vía spot, anuncios oficiales, apariciones en programas, entrevistas y transmisiones en vivo, dentro del  programa ""Noticiero Chihuahua Digital"", solicitado por la coordinación de comunicación social.  ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 293,000.00",$0.00,"$ 293,000.00","$ 292,100.20",AD338-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
241,"Adjudicación directa","Editorial E Imagen Publica, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,AD339/18,"Publicidad impresa"," Servicio de publicidad impresa, por medio de publicaciones vía inserciones, de campañas promoción, publicaciones oficiales especificamente en las revista ""Ser Empresario"", para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 350,683.33",$0.00,"$ 350,683.33","$ 349,634.97",AD339-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
242,"Adjudicación directa","Cia. Periodística El Sol de Chihuahua, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,AD340/18,"Publicidad impresa","Servicio de publicidad impresa, por medio de publicaciones vía inserciones, de campañas promoción, publicaciones oficiales a través del periodico el heraldo de chihuahua, para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 2,219,352.58",$0.00,"$ 2,219,352.58","$ 2,219,352.58",AD340-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
243,"Adjudicación directa","Merboca, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,AD341/18,"Publicidad impresa","Servicio de publicidad impresa, por medio de publicaciones vía inserciones, de campañas promoción, publicaciones oficiales especificamente en las revista ""Voz en red"", para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 69,999.00",$0.00,"$ 69,999.00","$ 69,998.99",AD341-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
244,"Adjudicación directa","Radio Juarense, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,"AD342/18 ","Publicidad impresa","Servicio de publicidad impresa, por medio de publicaciones vía inserciones, de campañas promoción, publicaciones oficiales especificamente en las revista ""radio net juarense"", para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 104,399.00",$0.00,"$ 104,399.00","$ 104,399.00",AD342-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
245,"Adjudicación directa","Expreseditores, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,"AD343/2018 ","Publicidad impresa","Servicio de publicidad impresa, por medio de publicaciones vía inserciones, de campañas promoción, publicaciones oficiales especificamente en las revista ""express editores"", para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 104,500.00",$0.00,"$ 104,500.00","$ 104,000.00",AD343-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
246,"Adjudicación directa","Televisora de Occidente, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,AD347/18,"Publicidad televisión ","Servicio de publicidad en televisión a través de la programación de televisa, vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo, para la correcta comunicación social del gobierno municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 2,319,420.00",$0.00,"$ 2,319,420.00","$ 2,319,420.00",AD347-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
247,"Adjudicación directa","Sistema Regional de Televisión, A.C.",2018,octubre-diciembre,Chihuahua,Chihuahua,AD351-2018,"Publicidad televisión ","Servicio de generación de diversos contenidos programaticos para televisión, incluyendo la difusión de eventos en vivo en el canal 28.1 de televisi´pn abierta, solicitado por la coordinación de comunicación social. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 1,160,000.00",$0.00,"$ 1,160,000.00","$ 1,113,600.00",AD351-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
248,"Adjudicación directa","El Pueblo Familiar, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,AD352/18,"Publicidad medios digitales","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.elpueblo.com y tiempo que le sea solicitado la coordinación de comunicación social.","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 450,000.00",$0.00,"$ 450,000.00","$ 449,999.73",AD352-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
249,"Adjudicación directa","Unidad Corporativa de Televisión, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,AD353/18,"Publicidad televisión ","Servicio de publicidad en televisión  vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo dentro del canal 25.3 de televisión abierta, solicitado por la coordinación de comunicación social. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 1,840,000.00",$0.00,"$ 1,840,000.00","$ 1,838,600.00",AD353-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
250,"Adjudicación directa","Tv Azteca, S.A.B. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,AD354/18,"Publicidad televisión ","Servicio de publicidad en televisión a través de la programación de tv azteca, vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo.","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 998,500.00",$0.00,"$ 998,500.00","$ 998,500.00",AD354-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
251,"Adjudicación directa","Comercializadora Tosgon, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,AD355/18,"Publicidad radiofonica","Servicio de publicidad en radio a través de las programacion de las estaciones ""XHUA love 90.1 F.M. y Bestia Grupera 93.3"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 450,000.00",$0.00,"$ 450,000.00","$ 449,999.99",AD355-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
252,"Adjudicación directa","Publicaciones del Chuviscar, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,AD357/18,"Publicidad impresa","Servicio de publicidad impresa, por medio de publicaciones vía inserciones, de campañas promoción, publicaciones oficiales a través del periodico el diario de chihuahua, para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 870,000.00",$0.00,"$ 870,000.00","$ 870,000.00",AD357-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
253,"Adjudicación directa","Enconcreto, CIDECH, y FINGUACH",2018,octubre-diciembre,Chihuahua,Chihuahua,AD358/18,"Publicidad impresa","Servicio de publicidad en materia comercial, via inserciones en diversos periodicos y publicaciones impresas de mayor circulación local, especificamente en las revistas ""Enconcreto"", ""CIDECH"", y ""FINGUACH"" , para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 100,000.00",$0.00,"$ 100,000.00","$ 100,000.00",AD358-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
254,"Adjudicación directa","Rosa Isela Estrella Gallardo",2018,octubre-diciembre,Chihuahua,Chihuahua,AD376/18,"Publicidad medios digitales","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.eldigital.com.mx, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 75,000.00",$0.00,"$ 75,000.00","$ 75,000.00",AD376-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
255,"Adjudicación directa","Multimedios, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,AD052/2020,"SERVICIO DE PUBLICIDAD EN RADIO A TRAVÉS DE LA PROGRAMACIÓN DE MULTIMEDIOS, VÍA SPOTS DE AVISOS  Y ANUNCIOS OFICIALES, TRANSMISIONES EN PROGRAMAS Y TRANSMISIONES EN VIVO PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL
 ","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL
 ","


Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;


",17.04.2020,02.04.2020,30.06.2020,"$ 1,600,800.00",$0.00,"$ 1,600,800.00","$ 1,600,478.01",AD052-2020_MULTIMEDIOS_RADIO_SA_DE_CV.PDF,"Unidad administrativa de la Coordinación de Comunicación Social",01.09.2020,2020,01.09.2020,,Activo
